order_id,date,region,sales,quantity
L000740,2026-08-12,광주,4000,5
L000741,2026-09-13,서울,4100,1
L000742,2026-10-14,부산,4200,2
L000743,2026-11-15,대전,4300,3
L000744,2026-12-16,광주,4400,4
L000745,2026-01-17,서울,4500,5
L000746,2026-02-18,부산,4600,1
L000747,2026-03-19,대전,4700,2
L000748,2026-04-20,광주,4800,3
L000749,2026-05-21,서울,4900,4
L000750,2026-06-22,부산,5000,5
L000751,2026-07-23,대전,5100,1
L000752,2026-08-24,광주,5200,2
L000753,2026-09-25,서울,5300,3
L000754,2026-10-26,부산,5400,4
L000755,2026-11-27,대전,5500,5
L000756,2026-12-28,광주,5600,1
L000757,2026-01-01,서울,5700,2
L000758,2026-02-02,부산,5800,3
L000759,2026-03-03,대전,5900,4
L000760,2026-04-04,광주,6000,5
L000761,2026-05-05,서울,6100,1
L000762,2026-06-06,부산,6200,2
L000763,2026-07-07,대전,6300,3
L000764,2026-08-08,광주,6400,4
L000765,2026-09-09,서울,6500,5
L000766,2026-10-10,부산,6600,1
L000767,2026-11-11,대전,6700,2
L000768,2026-12-12,광주,6800,3
L000769,2026-01-13,서울,6900,4
L000770,2026-02-14,부산,7000,5
L000771,2026-03-15,대전,7100,1
L000772,2026-04-16,광주,7200,2
L000773,2026-05-17,서울,7300,3
L000774,2026-06-18,부산,7400,4
L000775,2026-07-19,대전,7500,5
L000776,2026-08-20,광주,7600,1
L000777,2026-09-21,서울,7700,2
L000778,2026-10-22,부산,7800,3
L000779,2026-11-23,대전,7900,4
L000780,2026-12-24,광주,8000,5
L000781,2026-01-25,서울,8100,1
L000782,2026-02-26,부산,8200,2
L000783,2026-03-27,대전,8300,3
L000784,2026-04-28,광주,8400,4
L000785,2026-05-01,서울,8500,5
L000786,2026-06-02,부산,8600,1
L000787,2026-07-03,대전,8700,2
L000788,2026-08-04,광주,8800,3
L000789,2026-09-05,서울,8900,4
L000790,2026-10-06,부산,9000,5
L000791,2026-11-07,대전,9100,1
L000792,2026-12-08,광주,9200,2
L000793,2026-01-09,서울,9300,3
L000794,2026-02-10,부산,9400,4
L000795,2026-03-11,대전,9500,5
L000796,2026-04-12,광주,9600,1
L000797,2026-05-13,서울,9700,2
L000798,2026-06-14,부산,9800,3
L000799,2026-07-15,대전,9900,4
L000800,2026-08-16,광주,10000,5
L000801,2026-09-17,서울,100,1
L000802,2026-10-18,부산,200,2
L000803,2026-11-19,대전,300,3
L000804,2026-12-20,광주,400,4
L000805,2026-01-21,서울,500,5
L000806,2026-02-22,부산,600,1
L000807,2026-03-23,대전,700,2
L000808,2026-04-24,광주,800,3
L000809,2026-05-25,서울,900,4
L000810,2026-06-26,부산,1000,5
L000811,2026-07-27,대전,1100,1
L000812,2026-08-28,광주,1200,2
L000813,2026-09-01,서울,1300,3
L000814,2026-10-02,부산,1400,4
L000815,2026-11-03,대전,1500,5
L000816,2026-12-04,광주,1600,1
L000817,2026-01-05,서울,1700,2
L000818,2026-02-06,부산,1800,3
L000819,2026-03-07,대전,1900,4
L000820,2026-04-08,광주,2000,5
L000821,2026-05-09,서울,2100,1
L000822,2026-06-10,부산,2200,2
L000823,2026-07-11,대전,2300,3
L000824,2026-08-12,광주,2400,4
L000825,2026-09-13,서울,2500,5
L000826,2026-10-14,부산,2600,1
L000827,2026-11-15,대전,2700,2
L000828,2026-12-16,광주,2800,3
L000829,2026-01-17,서울,2900,4
L000830,2026-02-18,부산,3000,5
L000831,2026-03-19,대전,3100,1
L000832,2026-04-20,광주,3200,2
L000833,2026-05-21,서울,3300,3
L000834,2026-06-22,부산,3400,4
L000835,2026-07-23,대전,3500,5
L000836,2026-08-24,광주,3600,1
L000837,2026-09-25,서울,3700,2
L000838,2026-10-26,부산,3800,3
L000839,2026-11-27,대전,3900,4
L000840,2026-12-28,광주,4000,5
L000841,2026-01-01,서울,4100,1
L000842,2026-02-02,부산,4200,2
L000843,2026-03-03,대전,4300,3
L000844,2026-04-04,광주,4400,4
L000845,2026-05-05,서울,4500,5
L000846,2026-06-06,부산,4600,1
L000847,2026-07-07,대전,4700,2
L000848,2026-08-08,광주,4800,3
L000849,2026-09-09,서울,4900,4
L000850,2026-10-10,부산,5000,5
L000851,2026-11-11,대전,5100,1
L000852,2026-12-12,광주,5200,2
L000853,2026-01-13,서울,5300,3
L000854,2026-02-14,부산,5400,4
L000855,2026-03-15,대전,5500,5
L000856,2026-04-16,광주,5600,1
L000857,2026-05-17,서울,5700,2
L000858,2026-06-18,부산,5800,3
L000859,2026-07-19,대전,5900,4
L000860,2026-08-20,광주,6000,5
L000861,2026-09-21,서울,6100,1
L000862,2026-10-22,부산,6200,2
L000863,2026-11-23,대전,6300,3
L000864,2026-12-24,광주,6400,4
L000865,2026-01-25,서울,6500,5
L000866,2026-02-26,부산,6600,1
L000867,2026-03-27,대전,6700,2
L000868,2026-04-28,광주,6800,3
L000869,2026-05-01,서울,6900,4
L000870,2026-06-02,부산,7000,5
L000871,2026-07-03,대전,7100,1
L000872,2026-08-04,광주,7200,2
L000873,2026-09-05,서울,7300,3
L000874,2026-10-06,부산,7400,4
L000875,2026-11-07,대전,7500,5
L000876,2026-12-08,광주,7600,1
L000877,2026-01-09,서울,7700,2
L000878,2026-02-10,부산,7800,3
L000879,2026-03-11,대전,7900,4
L000880,2026-04-12,광주,8000,5
L000881,2026-05-13,서울,8100,1
L000882,2026-06-14,부산,8200,2
L000883,2026-07-15,대전,8300,3
L000884,2026-08-16,광주,8400,4
L000885,2026-09-17,서울,8500,5
L000886,2026-10-18,부산,8600,1
L000887,2026-11-19,대전,8700,2
L000888,2026-12-20,광주,8800,3
L000889,2026-01-21,서울,8900,4
L000890,2026-02-22,부산,9000,5
L000891,2026-03-23,대전,9100,1
L000892,2026-04-24,광주,9200,2
L000893,2026-05-25,서울,9300,3
L000894,2026-06-26,부산,9400,4
L000895,2026-07-27,대전,9500,5
L000896,2026-08-28,광주,9600,1
L000897,2026-09-01,서울,9700,2
L000898,2026-10-02,부산,9800,3
L000899,2026-11-03,대전,9900,4
L000900,2026-12-04,광주,10000,5
L000901,2026-01-05,서울,100,1
L000902,2026-02-06,부산,200,2
L000903,2026-03-07,대전,300,3
L000904,2026-04-08,광주,400,4
L000905,2026-05-09,서울,500,5
L000906,2026-06-10,부산,600,1
L000907,2026-07-11,대전,700,2
L000908,2026-08-12,광주,800,3
L000909,2026-09-13,서울,900,4
L000910,2026-10-14,부산,1000,5
L000911,2026-11-15,대전,1100,1
L000912,2026-12-16,광주,1200,2
L000913,2026-01-17,서울,1300,3
L000914,2026-02-18,부산,1400,4
L000915,2026-03-19,대전,1500,5
L000916,2026-04-20,광주,1600,1
L000917,2026-05-21,서울,1700,2
L000918,2026-06-22,부산,1800,3
L000919,2026-07-23,대전,1900,4
L000920,2026-08-24,광주,2000,5
L000921,2026-09-25,서울,2100,1
L000922,2026-10-26,부산,2200,2
L000923,2026-11-27,대전,2300,3
L000924,2026-12-28,광주,2400,4
L000925,2026-01-01,서울,2500,5
L000926,2026-02-02,부산,2600,1
L000927,2026-03-03,대전,2700,2
L000928,2026-04-04,광주,2800,3
L000929,2026-05-05,서울,2900,4
L000930,2026-06-06,부산,3000,5
L000931,2026-07-07,대전,3100,1
L000932,2026-08-08,광주,3200,2
L000933,2026-09-09,서울,3300,3
L000934,2026-10-10,부산,3400,4
L000935,2026-11-11,대전,3500,5
L000936,2026-12-12,광주,3600,1
L000937,2026-01-13,서울,3700,2
L000938,2026-02-14,부산,3800,3
L000939,2026-03-15,대전,3900,4
L000940,2026-04-16,광주,4000,5
L000941,2026-05-17,서울,4100,1
L000942,2026-06-18,부산,4200,2
L000943,2026-07-19,대전,4300,3
L000944,2026-08-20,광주,4400,4
L000945,2026-09-21,서울,4500,5
L000946,2026-10-22,부산,4600,1
L000947,2026-11-23,대전,4700,2
L000948,2026-12-24,광주,4800,3
L000949,2026-01-25,서울,4900,4
L000950,2026-02-26,부산,5000,5
L000951,2026-03-27,대전,5100,1
L000952,2026-04-28,광주,5200,2
L000953,2026-05-01,서울,5300,3
L000954,2026-06-02,부산,5400,4
L000955,2026-07-03,대전,5500,5
L000956,2026-08-04,광주,5600,1
L000957,2026-09-05,서울,5700,2
L000958,2026-10-06,부산,5800,3
L000959,2026-11-07,대전,5900,4
L000960,2026-12-08,광주,6000,5
L000961,2026-01-09,서울,6100,1
L000962,2026-02-10,부산,6200,2
L000963,2026-03-11,대전,6300,3
L000964,2026-04-12,광주,6400,4
L000965,2026-05-13,서울,6500,5
L000966,2026-06-14,부산,6600,1
L000967,2026-07-15,대전,6700,2
L000968,2026-08-16,광주,6800,3
L000969,2026-09-17,서울,6900,4
L000970,2026-10-18,부산,7000,5
L000971,2026-11-19,대전,7100,1
L000972,2026-12-20,광주,7200,2
L000973,2026-01-21,서울,7300,3
L000974,2026-02-22,부산,7400,4
L000975,2026-03-23,대전,7500,5
L000976,2026-04-24,광주,7600,1
L000977,2026-05-25,서울,7700,2
L000978,2026-06-26,부산,7800,3
L000979,2026-07-27,대전,7900,4
L000980,2026-08-28,광주,8000,5
L000981,2026-09-01,서울,8100,1
L000982,2026-10-02,부산,8200,2
L000983,2026-11-03,대전,8300,3
L000984,2026-12-04,광주,8400,4
L000985,2026-01-05,서울,8500,5
L000986,2026-02-06,부산,8600,1
L000987,2026-03-07,대전,8700,2
L000988,2026-04-08,광주,8800,3
L000989,2026-05-09,서울,8900,4
L000990,2026-06-10,부산,9000,5
L000991,2026-07-11,대전,9100,1
L000992,2026-08-12,광주,9200,2
L000993,2026-09-13,서울,9300,3
L000994,2026-10-14,부산,9400,4
L000995,2026-11-15,대전,9500,5
L000996,2026-12-16,광주,9600,1
L000997,2026-01-17,서울,9700,2
L000998,2026-02-18,부산,9800,3
L000999,2026-03-19,대전,9900,4
L001000,2026-04-20,광주,10000,5
L001001,2026-05-21,서울,100,1
L001002,2026-06-22,부산,200,2
L001003,2026-07-23,대전,300,3
L001004,2026-08-24,광주,400,4
L001005,2026-09-25,서울,500,5
L001006,2026-10-26,부산,600,1
L001007,2026-11-27,대전,700,2
L001008,2026-12-28,광주,800,3
L001009,2026-01-01,서울,900,4
L001010,2026-02-02,부산,1000,5
L001011,2026-03-03,대전,1100,1
L001012,2026-04-04,광주,1200,2
L001013,2026-05-05,서울,1300,3
L001014,2026-06-06,부산,1400,4
L001015,2026-07-07,대전,1500,5
L001016,2026-08-08,광주,1600,1
L001017,2026-09-09,서울,1700,2
L001018,2026-10-10,부산,1800,3
L001019,2026-11-11,대전,1900,4
L001020,2026-12-12,광주,2000,5
L001021,2026-01-13,서울,2100,1
L001022,2026-02-14,부산,2200,2
L001023,2026-03-15,대전,2300,3
L001024,2026-04-16,광주,2400,4
L001025,2026-05-17,서울,2500,5
L001026,2026-06-18,부산,2600,1
L001027,2026-07-19,대전,2700,2
L001028,2026-08-20,광주,2800,3
L001029,2026-09-21,서울,2900,4
L001030,2026-10-22,부산,3000,5
L001031,2026-11-23,대전,3100,1
L001032,2026-12-24,광주,3200,2
L001033,2026-01-25,서울,3300,3
L001034,2026-02-26,부산,3400,4
L001035,2026-03-27,대전,3500,5
L001036,2026-04-28,광주,3600,1
L001037,2026-05-01,서울,3700,2
L001038,2026-06-02,부산,3800,3
L001039,2026-07-03,대전,3900,4
L001040,2026-08-04,광주,4000,5
L001041,2026-09-05,서울,4100,1
L001042,2026-10-06,부산,4200,2
L001043,2026-11-07,대전,4300,3
L001044,2026-12-08,광주,4400,4
L001045,2026-01-09,서울,4500,5
L001046,2026-02-10,부산,4600,1
L001047,2026-03-11,대전,4700,2
L001048,2026-04-12,광주,4800,3
L001049,2026-05-13,서울,4900,4
L001050,2026-06-14,부산,5000,5
L001051,2026-07-15,대전,5100,1
L001052,2026-08-16,광주,5200,2
L001053,2026-09-17,서울,5300,3
L001054,2026-10-18,부산,5400,4
L001055,2026-11-19,대전,5500,5
L001056,2026-12-20,광주,5600,1
L001057,2026-01-21,서울,5700,2
L001058,2026-02-22,부산,5800,3
L001059,2026-03-23,대전,5900,4
L001060,2026-04-24,광주,6000,5
L001061,2026-05-25,서울,6100,1
L001062,2026-06-26,부산,6200,2
L001063,2026-07-27,대전,6300,3
L001064,2026-08-28,광주,6400,4
L001065,2026-09-01,서울,6500,5
L001066,2026-10-02,부산,6600,1
L001067,2026-11-03,대전,6700,2
L001068,2026-12-04,광주,6800,3
L001069,2026-01-05,서울,6900,4
L001070,2026-02-06,부산,7000,5
L001071,2026-03-07,대전,7100,1
L001072,2026-04-08,광주,7200,2
L001073,2026-05-09,서울,7300,3
L001074,2026-06-10,부산,7400,4
L001075,2026-07-11,대전,7500,5
L001076,2026-08-12,광주,7600,1
L001077,2026-09-13,서울,7700,2
L001078,2026-10-14,부산,7800,3
L001079,2026-11-15,대전,7900,4
L001080,2026-12-16,광주,8000,5
L001081,2026-01-17,서울,8100,1
L001082,2026-02-18,부산,8200,2
L001083,2026-03-19,대전,8300,3
L001084,2026-04-20,광주,8400,4
L001085,2026-05-21,서울,8500,5
L001086,2026-06-22,부산,8600,1
L001087,2026-07-23,대전,8700,2
L001088,2026-08-24,광주,8800,3
L001089,2026-09-25,서울,8900,4
L001090,2026-10-26,부산,9000,5
L001091,2026-11-27,대전,9100,1
L001092,2026-12-28,광주,9200,2
L001093,2026-01-01,서울,9300,3
L001094,2026-02-02,부산,9400,4
L001095,2026-03-03,대전,9500,5
L001096,2026-04-04,광주,9600,1
L001097,2026-05-05,서울,9700,2
L001098,2026-06-06,부산,9800,3
L001099,2026-07-07,대전,9900,4
L001100,2026-08-08,광주,10000,5
L001101,2026-09-09,서울,100,1
L001102,2026-10-10,부산,200,2
L001103,2026-11-11,대전,300,3
L001104,2026-12-12,광주,400,4
L001105,2026-01-13,서울,500,5
L001106,2026-02-14,부산,600,1
L001107,2026-03-15,대전,700,2
L001108,2026-04-16,광주,800,3
L001109,2026-05-17,서울,900,4
L001110,2026-06-18,부산,1000,5
L001111,2026-07-19,대전,1100,1
L001112,2026-08-20,광주,1200,2
L001113,2026-09-21,서울,1300,3
L001114,2026-10-22,부산,1400,4
L001115,2026-11-23,대전,1500,5
L001116,2026-12-24,광주,1600,1
L001117,2026-01-25,서울,1700,2
L001118,2026-02-26,부산,1800,3
L001119,2026-03-27,대전,1900,4
L001120,2026-04-28,광주,2000,5
L001121,2026-05-01,서울,2100,1
L001122,2026-06-02,부산,2200,2
L001123,2026-07-03,대전,2300,3
L001124,2026-08-04,광주,2400,4
L001125,2026-09-05,서울,2500,5
L001126,2026-10-06,부산,2600,1
L001127,2026-11-07,대전,2700,2
L001128,2026-12-08,광주,2800,3
L001129,2026-01-09,서울,2900,4
L001130,2026-02-10,부산,3000,5
L001131,2026-03-11,대전,3100,1
L001132,2026-04-12,광주,3200,2
L001133,2026-05-13,서울,3300,3
L001134,2026-06-14,부산,3400,4
L001135,2026-07-15,대전,3500,5
L001136,2026-08-16,광주,3600,1
L001137,2026-09-17,서울,3700,2
L001138,2026-10-18,부산,3800,3
L001139,2026-11-19,대전,3900,4
L001140,2026-12-20,광주,4000,5
L001141,2026-01-21,서울,4100,1
L001142,2026-02-22,부산,4200,2
L001143,2026-03-23,대전,4300,3
L001144,2026-04-24,광주,4400,4
L001145,2026-05-25,서울,4500,5
L001146,2026-06-26,부산,4600,1
L001147,2026-07-27,대전,4700,2
L001148,2026-08-28,광주,4800,3
L001149,2026-09-01,서울,4900,4
L001150,2026-10-02,부산,5000,5
L001151,2026-11-03,대전,5100,1
L001152,2026-12-04,광주,5200,2
L001153,2026-01-05,서울,5300,3
L001154,2026-02-06,부산,5400,4
L001155,2026-03-07,대전,5500,5
L001156,2026-04-08,광주,5600,1
L001157,2026-05-09,서울,5700,2
L001158,2026-06-10,부산,5800,3
L001159,2026-07-11,대전,5900,4
L001160,2026-08-12,광주,6000,5
L001161,2026-09-13,서울,6100,1
L001162,2026-10-14,부산,6200,2
L001163,2026-11-15,대전,6300,3
L001164,2026-12-16,광주,6400,4
L001165,2026-01-17,서울,6500,5
L001166,2026-02-18,부산,6600,1
L001167,2026-03-19,대전,6700,2
L001168,2026-04-20,광주,6800,3
L001169,2026-05-21,서울,6900,4
L001170,2026-06-22,부산,7000,5
L001171,2026-07-23,대전,7100,1
L001172,2026-08-24,광주,7200,2
L001173,2026-09-25,서울,7300,3
L001174,2026-10-26,부산,7400,4
L001175,2026-11-27,대전,7500,5
L001176,2026-12-28,광주,7600,1
L001177,2026-01-01,서울,7700,2
L001178,2026-02-02,부산,7800,3
L001179,2026-03-03,대전,7900,4
L001180,2026-04-04,광주,8000,5
L001181,2026-05-05,서울,8100,1
L001182,2026-06-06,부산,8200,2
L001183,2026-07-07,대전,8300,3
L001184,2026-08-08,광주,8400,4
L001185,2026-09-09,서울,8500,5
L001186,2026-10-10,부산,8600,1
L001187,2026-11-11,대전,8700,2
L001188,2026-12-12,광주,8800,3
L001189,2026-01-13,서울,8900,4
L001190,2026-02-14,부산,9000,5
L001191,2026-03-15,대전,9100,1
L001192,2026-04-16,광주,9200,2
L001193,2026-05-17,서울,9300,3
L001194,2026-06-18,부산,9400,4
L001195,2026-07-19,대전,9500,5
L001196,2026-08-20,광주,9600,1
L001197,2026-09-21,서울,9700,2
L001198,2026-10-22,부산,9800,3
L001199,2026-11-23,대전,9900,4
L001200,2026-12-24,광주,10000,5
L001201,2026-01-25,서울,100,1
L001202,2026-02-26,부산,200,2
L001203,2026-03-27,대전,300,3
L001204,2026-04-28,광주,400,4
L001205,2026-05-01,서울,500,5
L001206,2026-06-02,부산,600,1
L001207,2026-07-03,대전,700,2
L001208,2026-08-04,광주,800,3
L001209,2026-09-05,서울,900,4
L001210,2026-10-06,부산,1000,5
L001211,2026-11-07,대전,1100,1
L001212,2026-12-08,광주,1200,2
L001213,2026-01-09,서울,1300,3
L001214,2026-02-10,부산,1400,4
L001215,2026-03-11,대전,1500,5
L001216,2026-04-12,광주,1600,1
L001217,2026-05-13,서울,1700,2
L001218,2026-06-14,부산,1800,3
L001219,2026-07-15,대전,1900,4
L001220,2026-08-16,광주,2000,5
L001221,2026-09-17,서울,2100,1
L001222,2026-10-18,부산,2200,2
L001223,2026-11-19,대전,2300,3
L001224,2026-12-20,광주,2400,4
L001225,2026-01-21,서울,2500,5
L001226,2026-02-22,부산,2600,1
L001227,2026-03-23,대전,2700,2
L001228,2026-04-24,광주,2800,3
L001229,2026-05-25,서울,2900,4
L001230,2026-06-26,부산,3000,5
L001231,2026-07-27,대전,3100,1
L001232,2026-08-28,광주,3200,2
L001233,2026-09-01,서울,3300,3
L001234,2026-10-02,부산,3400,4
L001235,2026-11-03,대전,3500,5
L001236,2026-12-04,광주,3600,1
L001237,2026-01-05,서울,3700,2
L001238,2026-02-06,부산,3800,3
L001239,2026-03-07,대전,3900,4
L001240,2026-04-08,광주,4000,5
L001241,2026-05-09,서울,4100,1
L001242,2026-06-10,부산,4200,2
L001243,2026-07-11,대전,4300,3
L001244,2026-08-12,광주,4400,4
L001245,2026-09-13,서울,4500,5
L001246,2026-10-14,부산,4600,1
L001247,2026-11-15,대전,4700,2
L001248,2026-12-16,광주,4800,3
L001249,2026-01-17,서울,4900,4
L001250,2026-02-18,부산,5000,5
L001251,2026-03-19,대전,5100,1
L001252,2026-04-20,광주,5200,2
L001253,2026-05-21,서울,5300,3
L001254,2026-06-22,부산,5400,4
L001255,2026-07-23,대전,5500,5
L001256,2026-08-24,광주,5600,1
L001257,2026-09-25,서울,5700,2
L001258,2026-10-26,부산,5800,3
L001259,2026-11-27,대전,5900,4
L001260,2026-12-28,광주,6000,5
L001261,2026-01-01,서울,6100,1
L001262,2026-02-02,부산,6200,2
L001263,2026-03-03,대전,6300,3
L001264,2026-04-04,광주,6400,4
L001265,2026-05-05,서울,6500,5
L001266,2026-06-06,부산,6600,1
L001267,2026-07-07,대전,6700,2
L001268,2026-08-08,광주,6800,3
L001269,2026-09-09,서울,6900,4
L001270,2026-10-10,부산,7000,5
L001271,2026-11-11,대전,7100,1
L001272,2026-12-12,광주,7200,2
L001273,2026-01-13,서울,7300,3
L001274,2026-02-14,부산,7400,4
L001275,2026-03-15,대전,7500,5
L001276,2026-04-16,광주,7600,1
L001277,2026-05-17,서울,7700,2
L001278,2026-06-18,부산,7800,3
L001279,2026-07-19,대전,7900,4
L001280,2026-08-20,광주,8000,5
L001281,2026-09-21,서울,8100,1
L001282,2026-10-22,부산,8200,2
L001283,2026-11-23,대전,8300,3
L001284,2026-12-24,광주,8400,4
L001285,2026-01-25,서울,8500,5
L001286,2026-02-26,부산,8600,1
L001287,2026-03-27,대전,8700,2
L001288,2026-04-28,광주,8800,3
L001289,2026-05-01,서울,8900,4
L001290,2026-06-02,부산,9000,5
L001291,2026-07-03,대전,9100,1
L001292,2026-08-04,광주,9200,2
L001293,2026-09-05,서울,9300,3
L001294,2026-10-06,부산,9400,4
L001295,2026-11-07,대전,9500,5
L001296,2026-12-08,광주,9600,1
L001297,2026-01-09,서울,9700,2
L001298,2026-02-10,부산,9800,3
L001299,2026-03-11,대전,9900,4
L001300,2026-04-12,광주,10000,5
L001301,2026-05-13,서울,100,1
L001302,2026-06-14,부산,200,2
L001303,2026-07-15,대전,300,3
L001304,2026-08-16,광주,400,4
L001305,2026-09-17,서울,500,5
L001306,2026-10-18,부산,600,1
L001307,2026-11-19,대전,700,2
L001308,2026-12-20,광주,800,3
L001309,2026-01-21,서울,900,4
L001310,2026-02-22,부산,1000,5
L001311,2026-03-23,대전,1100,1
L001312,2026-04-24,광주,1200,2
L001313,2026-05-25,서울,1300,3
L001314,2026-06-26,부산,1400,4
L001315,2026-07-27,대전,1500,5
L001316,2026-08-28,광주,1600,1
L001317,2026-09-01,서울,1700,2
L001318,2026-10-02,부산,1800,3
L001319,2026-11-03,대전,1900,4
L001320,2026-12-04,광주,2000,5
L001321,2026-01-05,서울,2100,1
L001322,2026-02-06,부산,2200,2
L001323,2026-03-07,대전,2300,3
L001324,2026-04-08,광주,2400,4
L001325,2026-05-09,서울,2500,5
L001326,2026-06-10,부산,2600,1
L001327,2026-07-11,대전,2700,2
L001328,2026-08-12,광주,2800,3
L001329,2026-09-13,서울,2900,4
L001330,2026-10-14,부산,3000,5
L001331,2026-11-15,대전,3100,1
L001332,2026-12-16,광주,3200,2
L001333,2026-01-17,서울,3300,3
L001334,2026-02-18,부산,3400,4
L001335,2026-03-19,대전,3500,5
L001336,2026-04-20,광주,3600,1
L001337,2026-05-21,서울,3700,2
L001338,2026-06-22,부산,3800,3
L001339,2026-07-23,대전,3900,4
L001340,2026-08-24,광주,4000,5
L001341,2026-09-25,서울,4100,1
L001342,2026-10-26,부산,4200,2
L001343,2026-11-27,대전,4300,3
L001344,2026-12-28,광주,4400,4
L001345,2026-01-01,서울,4500,5
L001346,2026-02-02,부산,4600,1
L001347,2026-03-03,대전,4700,2
L001348,2026-04-04,광주,4800,3
L001349,2026-05-05,서울,4900,4
L001350,2026-06-06,부산,5000,5
L001351,2026-07-07,대전,5100,1
L001352,2026-08-08,광주,5200,2
L001353,2026-09-09,서울,5300,3
L001354,2026-10-10,부산,5400,4
L001355,2026-11-11,대전,5500,5
L001356,2026-12-12,광주,5600,1
L001357,2026-01-13,서울,5700,2
L001358,2026-02-14,부산,5800,3
L001359,2026-03-15,대전,5900,4
L001360,2026-04-16,광주,6000,5
L001361,2026-05-17,서울,6100,1
L001362,2026-06-18,부산,6200,2
L001363,2026-07-19,대전,6300,3
L001364,2026-08-20,광주,6400,4
L001365,2026-09-21,서울,6500,5
L001366,2026-10-22,부산,6600,1
L001367,2026-11-23,대전,6700,2
L001368,2026-12-24,광주,6800,3
L001369,2026-01-25,서울,6900,4
L001370,2026-02-26,부산,7000,5
L001371,2026-03-27,대전,7100,1
L001372,2026-04-28,광주,7200,2
L001373,2026-05-01,서울,7300,3
L001374,2026-06-02,부산,7400,4
L001375,2026-07-03,대전,7500,5
L001376,2026-08-04,광주,7600,1
L001377,2026-09-05,서울,7700,2
L001378,2026-10-06,부산,7800,3
L001379,2026-11-07,대전,7900,4
L001380,2026-12-08,광주,8000,5
L001381,2026-01-09,서울,8100,1
L001382,2026-02-10,부산,8200,2
L001383,2026-03-11,대전,8300,3
L001384,2026-04-12,광주,8400,4
L001385,2026-05-13,서울,8500,5
L001386,2026-06-14,부산,8600,1
L001387,2026-07-15,대전,8700,2
L001388,2026-08-16,광주,8800,3
L001389,2026-09-17,서울,8900,4
L001390,2026-10-18,부산,9000,5
L001391,2026-11-19,대전,9100,1
L001392,2026-12-20,광주,9200,2
L001393,2026-01-21,서울,9300,3
L001394,2026-02-22,부산,9400,4
L001395,2026-03-23,대전,9500,5
L001396,2026-04-24,광주,9600,1
L001397,2026-05-25,서울,9700,2
L001398,2026-06-26,부산,9800,3
L001399,2026-07-27,대전,9900,4
L001400,2026-08-28,광주,10000,5
L001401,2026-09-01,서울,100,1
L001402,2026-10-02,부산,200,2
L001403,2026-11-03,대전,300,3
L001404,2026-12-04,광주,400,4
L001405,2026-01-05,서울,500,5
L001406,2026-02-06,부산,600,1
L001407,2026-03-07,대전,700,2
L001408,2026-04-08,광주,800,3
L001409,2026-05-09,서울,900,4
L001410,2026-06-10,부산,1000,5
L001411,2026-07-11,대전,1100,1
L001412,2026-08-12,광주,1200,2
L001413,2026-09-13,서울,1300,3
L001414,2026-10-14,부산,1400,4
L001415,2026-11-15,대전,1500,5
L001416,2026-12-16,광주,1600,1
L001417,2026-01-17,서울,1700,2
L001418,2026-02-18,부산,1800,3
L001419,2026-03-19,대전,1900,4
L001420,2026-04-20,광주,2000,5
L001421,2026-05-21,서울,2100,1
L001422,2026-06-22,부산,2200,2
L001423,2026-07-23,대전,2300,3
L001424,2026-08-24,광주,2400,4
L001425,2026-09-25,서울,2500,5
L001426,2026-10-26,부산,2600,1
L001427,2026-11-27,대전,2700,2
L001428,2026-12-28,광주,2800,3
L001429,2026-01-01,서울,2900,4
L001430,2026-02-02,부산,3000,5
L001431,2026-03-03,대전,3100,1
L001432,2026-04-04,광주,3200,2
L001433,2026-05-05,서울,3300,3
L001434,2026-06-06,부산,3400,4
L001435,2026-07-07,대전,3500,5
L001436,2026-08-08,광주,3600,1
L001437,2026-09-09,서울,3700,2
L001438,2026-10-10,부산,3800,3
L001439,2026-11-11,대전,3900,4
L001440,2026-12-12,광주,4000,5
L001441,2026-01-13,서울,4100,1
L001442,2026-02-14,부산,4200,2
L001443,2026-03-15,대전,4300,3
L001444,2026-04-16,광주,4400,4
L001445,2026-05-17,서울,4500,5
L001446,2026-06-18,부산,4600,1
L001447,2026-07-19,대전,4700,2
L001448,2026-08-20,광주,4800,3
L001449,2026-09-21,서울,4900,4
L001450,2026-10-22,부산,5000,5
L001451,2026-11-23,대전,5100,1
L001452,2026-12-24,광주,5200,2
L001453,2026-01-25,서울,5300,3
L001454,2026-02-26,부산,5400,4
L001455,2026-03-27,대전,5500,5
L001456,2026-04-28,광주,5600,1
L001457,2026-05-01,서울,5700,2
L001458,2026-06-02,부산,5800,3
L001459,2026-07-03,대전,5900,4
L001460,2026-08-04,광주,6000,5
L001461,2026-09-05,서울,6100,1
L001462,2026-10-06,부산,6200,2
L001463,2026-11-07,대전,6300,3
L001464,2026-12-08,광주,6400,4
L001465,2026-01-09,서울,6500,5
L001466,2026-02-10,부산,6600,1
L001467,2026-03-11,대전,6700,2
L001468,2026-04-12,광주,6800,3
L001469,2026-05-13,서울,6900,4
L001470,2026-06-14,부산,7000,5
L001471,2026-07-15,대전,7100,1
L001472,2026-08-16,광주,7200,2
L001473,2026-09-17,서울,7300,3
L001474,2026-10-18,부산,7400,4
L001475,2026-11-19,대전,7500,5
L001476,2026-12-20,광주,7600,1
L001477,2026-01-21,서울,7700,2
L001478,2026-02-22,부산,7800,3
